,Exercise,URL,Main Muscle Group,Type,Equipment,Picture_A,Picture_B
729,Dumbbell Upright Row,https://www.jefit.com/exercises/43/Dumbbell-Upright-Row,Shoulders,Strength,Dumbbell,https://www.jefit.com/images/exercises/1080_664/172.jpg,https://www.jefit.com/images/exercises/1080_664/173.jpg
730,Dumbbell Walking Lunge,https://www.jefit.com/exercises/201/Dumbbell-Walking-Lunge,Upper Legs,Strength,Dumbbell,https://www.jefit.com/images/exercises/1080_664/804.jpg,https://www.jefit.com/images/exercises/1080_664/805.jpg
731,Dumbbell Wall Squat,https://www.jefit.com/exercises/1203/Dumbbell-Wall-Squat,Upper Legs,Strength,Dumbbell,https://www.jefit.com/images/exercises/1080_664/4812.jpg,https://www.jefit.com/images/exercises/1080_664/4813.jpg
732,Dumbbell Wood Chop,https://www.jefit.com/exercises/743/Dumbbell-Wood-Chop,Abs,Strength,Dumbbell,https://www.jefit.com/images/exercises/1080_664/2972.jpg,https://www.jefit.com/images/exercises/1080_664/2973.jpg
733,Dumbbell Zottman Curl,https://www.jefit.com/exercises/276/Dumbbell-Zottman-Curl,Biceps,Strength,Dumbbell,https://www.jefit.com/images/exercises/1080_664/1104.jpg,https://www.jefit.com/images/exercises/1080_664/1105.jpg
734,Dynamic Back Stretch,https://www.jefit.com/exercises/814/Dynamic-Back-Stretch,Back,Stretching,Body Only,https://www.jefit.com/images/exercises/1080_664/3256.jpg,https://www.jefit.com/images/exercises/1080_664/3257.jpg
735,Dynamic Chest Stretch,https://www.jefit.com/exercises/846/Dynamic-Chest-Stretch,Chest,Stretching,Body Only,https://www.jefit.com/images/exercises/1080_664/3384.jpg,https://www.jefit.com/images/exercises/1080_664/3385.jpg
736,Eagle Pose,https://www.jefit.com/exercises/512/Eagle-Pose,Abs,Stretching,Body Only,https://www.jefit.com/images/exercises/1080_664/2048.jpg,https://www.jefit.com/images/exercises/1080_664/2049.jpg
737,Elevated Push-Up,https://www.jefit.com/exercises/859/Elevated-Push-Up,Chest,Strength,Bench,https://www.jefit.com/images/exercises/1080_664/3436.jpg,https://www.jefit.com/images/exercises/1080_664/3437.jpg
738,Elliptical Training,https://www.jefit.com/exercises/310/Elliptical-Training,Cardio,Cardio,Machine - Cardio,https://www.jefit.com/images/exercises/1080_664/1240.jpg,https://www.jefit.com/images/exercises/1080_664/1240.jpg
739,Exercise Ball V-Up,https://www.jefit.com/exercises/687/Exercise-Ball-V-Up,Abs,Strength,Exercise Ball,https://www.jefit.com/images/exercises/1080_664/2748.jpg,https://www.jefit.com/images/exercises/1080_664/2749.jpg
740,Exercise Band Bicep Curl ,https://www.jefit.com/exercises/283/Exercise-Band-Bicep-Curl-,Biceps,Strength,Bands,https://www.jefit.com/images/exercises/1080_664/1132.jpg,https://www.jefit.com/images/exercises/1080_664/1133.jpg
741,Exercise Band Calf Raise,https://www.jefit.com/exercises/394/Exercise-Band-Calf-Raise,Lower Legs,Strength,Bands,https://www.jefit.com/images/exercises/1080_664/1576.jpg,https://www.jefit.com/images/exercises/1080_664/1577.jpg
742,Exercise Band Good Morning,https://www.jefit.com/exercises/466/Exercise-Band-Good-Morning,Upper Legs,Strength,Bands,https://www.jefit.com/images/exercises/1080_664/1864.jpg,https://www.jefit.com/images/exercises/1080_664/1865.jpg
743,Exercise Band Hip Lift,https://www.jefit.com/exercises/388/Exercise-Band-Hip-Lift,Glutes,Powerlifting,Bands,https://www.jefit.com/images/exercises/1080_664/1552.jpg,https://www.jefit.com/images/exercises/1080_664/1553.jpg
744,Exercise Band Lateral Raise,https://www.jefit.com/exercises/422/Exercise-Band-Lateral-Raise,Shoulders,Strength,Bands,https://www.jefit.com/images/exercises/1080_664/1688.jpg,https://www.jefit.com/images/exercises/1080_664/1689.jpg
745,Exercise Band Quad Stretch,https://www.jefit.com/exercises/905/Exercise-Band-Quad-Stretch,Upper Legs,Stretching,Bands,https://www.jefit.com/images/exercises/1080_664/3620.jpg,https://www.jefit.com/images/exercises/1080_664/3621.jpg
746,Exercise Band Reverse Fly,https://www.jefit.com/exercises/397/Exercise-Band-Reverse-Fly,Shoulders,Strength,Bands,https://www.jefit.com/images/exercises/1080_664/212.jpg,https://www.jefit.com/images/exercises/1080_664/213.jpg
747,Exercise Band Row,https://www.jefit.com/exercises/1337/Exercise-Band-Row,Back,Strength,Bands,https://www.jefit.com/images/exercises/1080_664/5348.jpg,https://www.jefit.com/images/exercises/1080_664/5349.jpg
748,Exercise Band Shoulder Press,https://www.jefit.com/exercises/445/Exercise-Band-Shoulder-Press,Shoulders,Strength,Bands,https://www.jefit.com/images/exercises/1080_664/1780.jpg,https://www.jefit.com/images/exercises/1080_664/1781.jpg
749,Exercise Band Shoulder Press on Stability Ball,https://www.jefit.com/exercises/661/Exercise-Band-Shoulder-Press-on-Stability-Ball,Shoulders,Strength,Bands,https://www.jefit.com/images/exercises/1080_664/2644.jpg,https://www.jefit.com/images/exercises/1080_664/2645.jpg
750,Exercise Band Sit-Up,https://www.jefit.com/exercises/347/Exercise-Band-Sit-Up,Abs,Strength,Bench,https://www.jefit.com/images/exercises/1080_664/1388.jpg,https://www.jefit.com/images/exercises/1080_664/1389.jpg
751,Extended Arm Child Pose,https://www.jefit.com/exercises/513/Extended-Arm-Child-Pose,Abs,Stretching,Body Only,https://www.jefit.com/images/exercises/1080_664/2052.jpg,https://www.jefit.com/images/exercises/1080_664/2053.jpg
752,EZ Bar Close Grip Curl,https://www.jefit.com/exercises/307/EZ-Bar-Close-Grip-Curl,Biceps,Strength,EZ Curl Bar,https://www.jefit.com/images/exercises/1080_664/1228.jpg,https://www.jefit.com/images/exercises/1080_664/1229.jpg
753,EZ Bar Close Grip Preacher Curl,https://www.jefit.com/exercises/1299/EZ-Bar-Close-Grip-Preacher-Curl,Biceps,Strength,EZ Curl Bar,https://www.jefit.com/images/exercises/1080_664/5196.jpg,https://www.jefit.com/images/exercises/1080_664/5197.jpg
754,EZ Bar Close Grip Tricep Extension,https://www.jefit.com/exercises/231/EZ-Bar-Close-Grip-Tricep-Extension,Triceps,Strength,EZ Curl Bar,https://www.jefit.com/images/exercises/1080_664/924.jpg,https://www.jefit.com/images/exercises/1080_664/925.jpg
755,EZ Bar Curl,https://www.jefit.com/exercises/95/EZ-Bar-Curl,Biceps,Strength,EZ Curl Bar,https://www.jefit.com/images/exercises/1080_664/380.jpg,https://www.jefit.com/images/exercises/1080_664/381.jpg
756,EZ Bar Decline Close Grip Skull Crusher,https://www.jefit.com/exercises/223/EZ-Bar-Decline-Close-Grip-Skull-Crusher,Triceps,Strength,EZ Curl Bar,https://www.jefit.com/images/exercises/1080_664/892.jpg,https://www.jefit.com/images/exercises/1080_664/893.jpg
757,EZ Bar Decline Triceps Extension,https://www.jefit.com/exercises/152/EZ-Bar-Decline-Triceps-Extension,Triceps,Strength,EZ Curl Bar,https://www.jefit.com/images/exercises/1080_664/608.jpg,https://www.jefit.com/images/exercises/1080_664/609.jpg
758,EZ Bar Incline Triceps Extension,https://www.jefit.com/exercises/147/EZ-Bar-Incline-Triceps-Extension,Triceps,Strength,EZ Curl Bar,https://www.jefit.com/images/exercises/1080_664/588.jpg,https://www.jefit.com/images/exercises/1080_664/589.jpg
759,EZ Bar Reverse Grip Bent-Over Row,https://www.jefit.com/exercises/1035/EZ-Bar-Reverse-Grip-Bent-Over-Row,Back,Strength,EZ Curl Bar,https://www.jefit.com/images/exercises/1080_664/4140.jpg,https://www.jefit.com/images/exercises/1080_664/4141.jpg
760,EZ Bar Reverse Grip Curl,https://www.jefit.com/exercises/1074/EZ-Bar-Reverse-Grip-Curl,Forearm,Strength,EZ Curl Bar,https://www.jefit.com/images/exercises/1080_664/4296.jpg,https://www.jefit.com/images/exercises/1080_664/4297.jpg
761,EZ Bar Reverse Grip French Press,https://www.jefit.com/exercises/1183/EZ-Bar-Reverse-Grip-French-Press,Triceps,Strength,Barbell,https://www.jefit.com/images/exercises/1080_664/4732.jpg,https://www.jefit.com/images/exercises/1080_664/4733.jpg
762,EZ Bar Reverse Grip Preacher Curl,https://www.jefit.com/exercises/1075/EZ-Bar-Reverse-Grip-Preacher-Curl,Forearm,Strength,EZ Curl Bar,https://www.jefit.com/images/exercises/1080_664/4300.jpg,https://www.jefit.com/images/exercises/1080_664/4301.jpg
763,EZ Bar Seated Close Grip Curl,https://www.jefit.com/exercises/268/EZ-Bar-Seated-Close-Grip-Curl,Biceps,Strength,EZ Curl Bar,https://www.jefit.com/images/exercises/1080_664/1072.jpg,https://www.jefit.com/images/exercises/1080_664/1073.jpg
764,EZ Bar Seated Reverse Grip French Press,https://www.jefit.com/exercises/1186/EZ-Bar-Seated-Reverse-Grip-French-Press,Triceps,Strength,Barbell,https://www.jefit.com/images/exercises/1080_664/4744.jpg,https://www.jefit.com/images/exercises/1080_664/4745.jpg
765,EZ Bar Standing French Press,https://www.jefit.com/exercises/1316/EZ-Bar-Standing-French-Press,Triceps,Strength,EZ Curl Bar,https://www.jefit.com/images/exercises/1080_664/5264.jpg,https://www.jefit.com/images/exercises/1080_664/5265.jpg
766,EZ Bar Tricep Extension,https://www.jefit.com/exercises/221/EZ-Bar-Tricep-Extension,Triceps,Strength,EZ Curl Bar,https://www.jefit.com/images/exercises/1080_664/884.jpg,https://www.jefit.com/images/exercises/1080_664/885.jpg
767,Field Sports,https://www.jefit.com/exercises/311/Field-Sports,Cardio,Cardio,Others,https://www.jefit.com/images/exercises/1080_664/1244.jpg,https://www.jefit.com/images/exercises/1080_664/1244.jpg
768,Fish Pose,https://www.jefit.com/exercises/514/Fish-Pose,Abs,Stretching,Body Only,https://www.jefit.com/images/exercises/1080_664/2056.jpg,https://www.jefit.com/images/exercises/1080_664/2057.jpg
769,Flutter Kick,https://www.jefit.com/exercises/198/Flutter-Kick,Glutes,Strength,Body Only,https://www.jefit.com/images/exercises/1080_664/792.jpg,https://www.jefit.com/images/exercises/1080_664/793.jpg
770,Forward Step-Up,https://www.jefit.com/exercises/579/Forward-Step-Up,Upper Legs,Strength,Bench,https://www.jefit.com/images/exercises/1080_664/2316.jpg,https://www.jefit.com/images/exercises/1080_664/2317.jpg
771,Frog Sit-Ups,https://www.jefit.com/exercises/69/Frog-Sit-Ups,Abs,Strength,Body Only,https://www.jefit.com/images/exercises/1080_664/276.jpg,https://www.jefit.com/images/exercises/1080_664/277.jpg
772,Gironda Sternum Chin-Up,https://www.jefit.com/exercises/181/Gironda-Sternum-Chin-Up,Back,Strength,Pullup Bar,https://www.jefit.com/images/exercises/1080_664/724.jpg,https://www.jefit.com/images/exercises/1080_664/725.jpg
773,Glute Kickback ,https://www.jefit.com/exercises/387/Glute-Kickback-,Glutes,Strength,Body Only,https://www.jefit.com/images/exercises/1080_664/1548.jpg,https://www.jefit.com/images/exercises/1080_664/1549.jpg
774,Glute Stretch,https://www.jefit.com/exercises/384/Glute-Stretch,Glutes,Stretching,Body Only,https://www.jefit.com/images/exercises/1080_664/1536.jpg,https://www.jefit.com/images/exercises/1080_664/1537.jpg
775,Gorilla Chin-Up with Crunch,https://www.jefit.com/exercises/330/Gorilla-Chin-Up-with-Crunch,Back,Strength,Pullup Bar,https://www.jefit.com/images/exercises/1080_664/1320.jpg,https://www.jefit.com/images/exercises/1080_664/1321.jpg
776,Hack Calf Raise,https://www.jefit.com/exercises/1232/Hack-Calf-Raise,Lower Legs,Strength,Machine - Strength,https://www.jefit.com/images/exercises/1080_664/4928.jpg,https://www.jefit.com/images/exercises/1080_664/4929.jpg
777,Hack Single-Leg Calf Raise,https://www.jefit.com/exercises/1233/Hack-Single-Leg-Calf-Raise,Lower Legs,Strength,Machine - Strength,https://www.jefit.com/images/exercises/1080_664/4932.jpg,https://www.jefit.com/images/exercises/1080_664/4933.jpg
778,Hack Squat,https://www.jefit.com/exercises/127/Hack-Squat,Upper Legs,Strength,Machine - Strength,https://www.jefit.com/images/exercises/1080_664/508.jpg,https://www.jefit.com/images/exercises/1080_664/509.jpg
779,Half Locust,https://www.jefit.com/exercises/916/Half-Locust,Upper Legs,Stretching,Body Only,https://www.jefit.com/images/exercises/1080_664/3664.jpg,https://www.jefit.com/images/exercises/1080_664/3665.jpg
780,Hammer Grip Pull-Up,https://www.jefit.com/exercises/911/Hammer-Grip-Pull-Up,Back,Strength,Pullup Bar,https://www.jefit.com/images/exercises/1080_664/3644.jpg,https://www.jefit.com/images/exercises/1080_664/3645.jpg
781,Hamstring Stretch,https://www.jefit.com/exercises/899/Hamstring-Stretch,Upper Legs,Stretching,Bands,https://www.jefit.com/images/exercises/1080_664/3596.jpg,https://www.jefit.com/images/exercises/1080_664/3597.jpg
782,Hamstring Stretch,https://www.jefit.com/exercises/909/Hamstring-Stretch,Upper Legs,Stretching,Body Only,https://www.jefit.com/images/exercises/1080_664/3636.jpg,https://www.jefit.com/images/exercises/1080_664/3637.jpg
783,Handstand Push-Up,https://www.jefit.com/exercises/875/Handstand-Push-Up,Shoulders,Strength,Body Only,https://www.jefit.com/images/exercises/1080_664/3500.jpg,https://www.jefit.com/images/exercises/1080_664/3501.jpg
784,Hanging Knee Raise,https://www.jefit.com/exercises/690/Hanging-Knee-Raise,Abs,Strength,Pullup Bar,https://www.jefit.com/images/exercises/1080_664/2760.jpg,https://www.jefit.com/images/exercises/1080_664/2761.jpg
785,Hanging Knee Raise Rotation,https://www.jefit.com/exercises/691/Hanging-Knee-Raise-Rotation,Abs,Strength,Pullup Bar,https://www.jefit.com/images/exercises/1080_664/2764.jpg,https://www.jefit.com/images/exercises/1080_664/2765.jpg
786,Hanging Leg Raise,https://www.jefit.com/exercises/61/Hanging-Leg-Raise,Abs,Strength,Pullup Bar,https://www.jefit.com/images/exercises/1080_664/244.jpg,https://www.jefit.com/images/exercises/1080_664/245.jpg
787,Hanging Pike,https://www.jefit.com/exercises/59/Hanging-Pike,Abs,Strength,Pullup Bar,https://www.jefit.com/images/exercises/1080_664/236.jpg,https://www.jefit.com/images/exercises/1080_664/237.jpg
788,Hare Pose,https://www.jefit.com/exercises/516/Hare-Pose,Abs,Stretching,Body Only,https://www.jefit.com/images/exercises/1080_664/2064.jpg,https://www.jefit.com/images/exercises/1080_664/2065.jpg
789,Hero Pose,https://www.jefit.com/exercises/517/Hero-Pose,Abs,Stretching,Body Only,https://www.jefit.com/images/exercises/1080_664/2068.jpg,https://www.jefit.com/images/exercises/1080_664/2069.jpg
790,Hip Adduction,https://www.jefit.com/exercises/206/Hip-Adduction,Glutes,Stretching,Machine - Strength,https://www.jefit.com/images/exercises/1080_664/824.jpg,https://www.jefit.com/images/exercises/1080_664/825.jpg
791,Hip Raise,https://www.jefit.com/exercises/327/Hip-Raise,Abs,Strength,Body Only,https://www.jefit.com/images/exercises/1080_664/1308.jpg,https://www.jefit.com/images/exercises/1080_664/1309.jpg
792,Hip Stretch,https://www.jefit.com/exercises/813/Hip-Stretch,Back,Stretching,Body Only,https://www.jefit.com/images/exercises/1080_664/3252.jpg,https://www.jefit.com/images/exercises/1080_664/3253.jpg
793,Hip Thrust,https://www.jefit.com/exercises/980/Hip-Thrust,Abs,Strength,Bench,https://www.jefit.com/images/exercises/1080_664/3920.jpg,https://www.jefit.com/images/exercises/1080_664/3921.jpg
794,Hundreds,https://www.jefit.com/exercises/640/Hundreds,Abs,Strength,Body Only,https://www.jefit.com/images/exercises/1080_664/2560.jpg,https://www.jefit.com/images/exercises/1080_664/2561.jpg
795,Incline Push-Up Depth Jump,https://www.jefit.com/exercises/848/Incline-Push-Up-Depth-Jump,Chest,Strength,Bench,https://www.jefit.com/images/exercises/1080_664/3392.jpg,https://www.jefit.com/images/exercises/1080_664/3393.jpg
796,Indoor Cycling,https://www.jefit.com/exercises/312/Indoor-Cycling,Cardio,Cardio,Machine - Cardio,https://www.jefit.com/images/exercises/1080_664/1248.jpg,https://www.jefit.com/images/exercises/1080_664/1248.jpg
797,Inline Skating,https://www.jefit.com/exercises/938/Inline-Skating,Cardio,Cardio,Others,https://www.jefit.com/images/exercises/1080_664/3752.jpg,https://www.jefit.com/images/exercises/1080_664/3752.jpg
798,Inverted Row,https://www.jefit.com/exercises/818/Inverted-Row,Back,Strength,Machine - Strength,https://www.jefit.com/images/exercises/1080_664/3272.jpg,https://www.jefit.com/images/exercises/1080_664/3273.jpg
799,Iron Cross Stretch,https://www.jefit.com/exercises/748/Iron-Cross-Stretch,Glutes,Stretching,Body Only,https://www.jefit.com/images/exercises/1080_664/2992.jpg,https://www.jefit.com/images/exercises/1080_664/2993.jpg
800,Iso Lateral Wide Pulldown,https://www.jefit.com/exercises/1275/Iso-Lateral-Wide-Pulldown,Back,Strength,Machine - Strength,https://www.jefit.com/images/exercises/1080_664/5072.jpg,https://www.jefit.com/images/exercises/1080_664/5073.jpg
801,Isometric Chest Press,https://www.jefit.com/exercises/849/Isometric-Chest-Press,Chest,Strength,Body Only,https://www.jefit.com/images/exercises/1080_664/3396.jpg,https://www.jefit.com/images/exercises/1080_664/3397.jpg
802,Jackknife Sit-Up,https://www.jefit.com/exercises/63/Jackknife-Sit-Up,Abs,Strength,Body Only,https://www.jefit.com/images/exercises/1080_664/252.jpg,https://www.jefit.com/images/exercises/1080_664/253.jpg
803,Janda Sit-Up,https://www.jefit.com/exercises/331/Janda-Sit-Up,Abs,Strength,Body Only,https://www.jefit.com/images/exercises/1080_664/1324.jpg,https://www.jefit.com/images/exercises/1080_664/1325.jpg
804,Jump Rope,https://www.jefit.com/exercises/927/Jump-Rope,Cardio,Cardio,Others,https://www.jefit.com/images/exercises/1080_664/3708.jpg,https://www.jefit.com/images/exercises/1080_664/3708.jpg
805,Jump Squat,https://www.jefit.com/exercises/476/Jump-Squat,Upper Legs,Strength,Body Only,https://www.jefit.com/images/exercises/1080_664/1904.jpg,https://www.jefit.com/images/exercises/1080_664/1905.jpg
806,Kettlebell Advanced Windmill,https://www.jefit.com/exercises/324/Kettlebell-Advanced-Windmill,Abs,Strength,Kettlebell,https://www.jefit.com/images/exercises/1080_664/1296.jpg,https://www.jefit.com/images/exercises/1080_664/1297.jpg
807,Kettlebell Alternating Floor Press,https://www.jefit.com/exercises/367/Kettlebell-Alternating-Floor-Press,Chest,Strength,Kettlebell,https://www.jefit.com/images/exercises/1080_664/1468.jpg,https://www.jefit.com/images/exercises/1080_664/1469.jpg
808,Kettlebell Alternating Hang Clean,https://www.jefit.com/exercises/405/Kettlebell-Alternating-Hang-Clean,Shoulders,Strength,Kettlebell,https://www.jefit.com/images/exercises/1080_664/1580.jpg,https://www.jefit.com/images/exercises/1080_664/1580.jpg
809,Kettlebell Alternating Hang Clean,https://www.jefit.com/exercises/395/Kettlebell-Alternating-Hang-Clean,Shoulders,Strength,Kettlebell,https://www.jefit.com/images/exercises/1080_664/1580.jpg,https://www.jefit.com/images/exercises/1080_664/1581.jpg
810,Kettlebell Alternating Press,https://www.jefit.com/exercises/417/Kettlebell-Alternating-Press,Shoulders,Strength,Kettlebell,https://www.jefit.com/images/exercises/1080_664/1668.jpg,https://www.jefit.com/images/exercises/1080_664/1669.jpg
811,Kettlebell Alternating Row,https://www.jefit.com/exercises/348/Kettlebell-Alternating-Row,Back,Strength,Kettlebell,https://www.jefit.com/images/exercises/1080_664/1392.jpg,https://www.jefit.com/images/exercises/1080_664/1393.jpg
812,Kettlebell Alternating Shoulder Press,https://www.jefit.com/exercises/396/Kettlebell-Alternating-Shoulder-Press,Shoulders,Strength,Kettlebell,https://www.jefit.com/images/exercises/1080_664/1584.jpg,https://www.jefit.com/images/exercises/1080_664/1585.jpg
