,Exercise,URL,Picture_A,Picture_B,Muscle,Video,Main Muscle Group,Detailed Muscle Group,Type,Mechanics,Equipment,Difficulty
784,Hanging Knee Raise,https://www.jefit.com/exercises/690/Hanging-Knee-Raise,https://www.jefit.com/images/exercises/1080_664/2760.jpg,https://www.jefit.com/images/exercises/1080_664/2761.jpg,https://www.jefit.com/images/exercises/b0.jpg,http://player.vimeo.com/external/160304913.hd.mp4?s=44403716e258580ced6852f541db38b3b4753a06&profile_id=119&oauth2_token_id=435967617,Abs,,Strength,Isolation,Pullup Bar,Intermediate
785,Hanging Knee Raise Rotation,https://www.jefit.com/exercises/691/Hanging-Knee-Raise-Rotation,https://www.jefit.com/images/exercises/1080_664/2764.jpg,https://www.jefit.com/images/exercises/1080_664/2765.jpg,https://www.jefit.com/images/exercises/b0.jpg,http://player.vimeo.com/external/160304906.sd.mp4?s=ec0805cb08bb3141692c1d089b5608c1f1e201dd&profile_id=165&oauth2_token_id=435967617,Abs,,Strength,Isolation,Pullup Bar,Intermediate
786,Hanging Leg Raise,https://www.jefit.com/exercises/61/Hanging-Leg-Raise,https://www.jefit.com/images/exercises/1080_664/244.jpg,https://www.jefit.com/images/exercises/1080_664/245.jpg,https://www.jefit.com/images/exercises/b0.jpg,https://player.vimeo.com/external/162769258.sd.mp4?s=a051d9581747b141f0bd61258521306924209940&profile_id=165,Abs,Lower Abs,Strength,Isolation,Pullup Bar,Expert
787,Hanging Pike,https://www.jefit.com/exercises/59/Hanging-Pike,https://www.jefit.com/images/exercises/1080_664/236.jpg,https://www.jefit.com/images/exercises/1080_664/237.jpg,https://www.jefit.com/images/exercises/b0.jpg,http://player.vimeo.com/external/160273585.sd.mp4?s=9433b35bd265ccfa639d2533aeaca9ecf852a267&profile_id=164&oauth2_token_id=435967617,Abs,Lower Abs,Strength,Compound,Pullup Bar,Expert
788,Hare Pose,https://www.jefit.com/exercises/516/Hare-Pose,https://www.jefit.com/images/exercises/1080_664/2064.jpg,https://www.jefit.com/images/exercises/1080_664/2065.jpg,https://www.jefit.com/images/exercises/b0.jpg,http://player.vimeo.com/external/160296742.hd.mp4?s=79d3bd27c08078e020f5ece6eea5a64ff35bc138&profile_id=113&oauth2_token_id=435967617,Abs,,Stretching,Compound,Body Only,Beginner
789,Hero Pose,https://www.jefit.com/exercises/517/Hero-Pose,https://www.jefit.com/images/exercises/1080_664/2068.jpg,https://www.jefit.com/images/exercises/1080_664/2069.jpg,https://www.jefit.com/images/exercises/b0.jpg,http://player.vimeo.com/external/160296744.hd.mp4?s=06a577186f843aac5daa87149b766be2c28e6648&profile_id=119&oauth2_token_id=435967617,Abs,,Stretching,Compound,Body Only,Beginner
790,Hip Adduction,https://www.jefit.com/exercises/206/Hip-Adduction,https://www.jefit.com/images/exercises/1080_664/824.jpg,https://www.jefit.com/images/exercises/1080_664/825.jpg,https://www.jefit.com/images/exercises/b5.jpg,http://player.vimeo.com/external/160273841.hd.mp4?s=13bc27a2221334380001247ea0b4f234a0055b0c&profile_id=113&oauth2_token_id=435967617,Glutes,Hamstrings,Stretching,Compound,Machine - Strength,Beginner
791,Hip Raise,https://www.jefit.com/exercises/327/Hip-Raise,https://www.jefit.com/images/exercises/1080_664/1308.jpg,https://www.jefit.com/images/exercises/1080_664/1309.jpg,https://www.jefit.com/images/exercises/b0.jpg,http://player.vimeo.com/external/160280905.sd.mp4?s=94c376e8dd1e24a483258cf0eb7c4604e6305cab&profile_id=165&oauth2_token_id=435967617,Abs,Lower Abs,Strength,Compound,Body Only,Beginner
792,Hip Stretch,https://www.jefit.com/exercises/813/Hip-Stretch,https://www.jefit.com/images/exercises/1080_664/3252.jpg,https://www.jefit.com/images/exercises/1080_664/3253.jpg,https://www.jefit.com/images/exercises/b1.jpg,http://player.vimeo.com/external/160305212.sd.mp4?s=d72d641e150a26b84a22fffcd43e1db58c3844f7&profile_id=164&oauth2_token_id=435967617,Back,,Stretching,N/A,Body Only,Beginner
793,Hip Thrust,https://www.jefit.com/exercises/980/Hip-Thrust,https://www.jefit.com/images/exercises/1080_664/3920.jpg,https://www.jefit.com/images/exercises/1080_664/3921.jpg,https://www.jefit.com/images/exercises/b0.jpg,http://player.vimeo.com/external/160306871.hd.mp4?s=29bbbcde7875efc42cceec595fd48949d9f11a5a&profile_id=119&oauth2_token_id=435967617,Abs,,Strength,Isolation,Bench,Beginner
794,Hundreds,https://www.jefit.com/exercises/640/Hundreds,https://www.jefit.com/images/exercises/1080_664/2560.jpg,https://www.jefit.com/images/exercises/1080_664/2561.jpg,https://www.jefit.com/images/exercises/b0.jpg,http://player.vimeo.com/external/160297399.sd.mp4?s=c0d7509e8bf087eea41c13ce6312e5eb623fccbd&profile_id=164&oauth2_token_id=435967617,Abs,,Strength,Isolation,Body Only,Beginner
795,Incline Push-Up Depth Jump,https://www.jefit.com/exercises/848/Incline-Push-Up-Depth-Jump,https://www.jefit.com/images/exercises/1080_664/3392.jpg,https://www.jefit.com/images/exercises/1080_664/3393.jpg,https://www.jefit.com/images/exercises/b3.jpg,http://player.vimeo.com/external/160305263.sd.mp4?s=800b123ea9f41aa6529532a3f95f6818f4d3a22d&profile_id=164&oauth2_token_id=435967617,Chest,,Strength,Compound,Bench,Intermediate
796,Indoor Cycling,https://www.jefit.com/exercises/312/Indoor-Cycling,https://www.jefit.com/images/exercises/1080_664/1248.jpg,https://www.jefit.com/images/exercises/1080_664/1248.jpg,https://www.jefit.com/images/exercises/b10.jpg,http://player.vimeo.com/external/160280857.hd.mp4?s=a5f443180769690675258ca4c0363a6dfe2f5d4c&profile_id=113&oauth2_token_id=435967617,Cardio,,Cardio,Isolation,Machine - Cardio,Beginner
797,Inline Skating,https://www.jefit.com/exercises/938/Inline-Skating,https://www.jefit.com/images/exercises/1080_664/3752.jpg,https://www.jefit.com/images/exercises/1080_664/3752.jpg,https://www.jefit.com/images/exercises/b10.jpg,,Cardio,,Cardio,Isolation,Others,Beginner
798,Inverted Row,https://www.jefit.com/exercises/818/Inverted-Row,https://www.jefit.com/images/exercises/1080_664/3272.jpg,https://www.jefit.com/images/exercises/1080_664/3273.jpg,https://www.jefit.com/images/exercises/b1.jpg,http://player.vimeo.com/external/160305221.sd.mp4?s=627e1783f37a25cef72e66be041e4c62c0c7c3e9&profile_id=165&oauth2_token_id=435967617,Back,Lats,Strength,Compound,Machine - Strength,Intermediate
799,Iron Cross Stretch,https://www.jefit.com/exercises/748/Iron-Cross-Stretch,https://www.jefit.com/images/exercises/1080_664/2992.jpg,https://www.jefit.com/images/exercises/1080_664/2993.jpg,https://www.jefit.com/images/exercises/b5.jpg,http://player.vimeo.com/external/160305080.hd.mp4?s=d5588ab5031a5b6469f07d9465134490e5d817bb&profile_id=113&oauth2_token_id=435967617,Glutes,,Stretching,Isolation,Body Only,Intermediate
800,Iso Lateral Wide Pulldown,https://www.jefit.com/exercises/1275/Iso-Lateral-Wide-Pulldown,https://www.jefit.com/images/exercises/1080_664/5072.jpg,https://www.jefit.com/images/exercises/1080_664/5073.jpg,https://www.jefit.com/images/exercises/b1.jpg,http://player.vimeo.com/external/160307343.sd.mp4?s=824ae7a322c95795621b9abc3f12bf78c5d8fd7a&profile_id=165&oauth2_token_id=435967617,Back,,Strength,Isolation,Machine - Strength,Beginner
801,Isometric Chest Press,https://www.jefit.com/exercises/849/Isometric-Chest-Press,https://www.jefit.com/images/exercises/1080_664/3396.jpg,https://www.jefit.com/images/exercises/1080_664/3397.jpg,https://www.jefit.com/images/exercises/b3.jpg,http://player.vimeo.com/external/160305257.sd.mp4?s=3a3f59e0c0416c7a444cb08d49ae3dfced8111b3&profile_id=164&oauth2_token_id=435967617,Chest,,Strength,Compound,Body Only,Beginner
802,Jackknife Sit-Up,https://www.jefit.com/exercises/63/Jackknife-Sit-Up,https://www.jefit.com/images/exercises/1080_664/252.jpg,https://www.jefit.com/images/exercises/1080_664/253.jpg,https://www.jefit.com/images/exercises/b0.jpg,http://player.vimeo.com/external/160273580.hd.mp4?s=8cc10ba3446b9a53a6c2c05cf029e2401a3aeceb&profile_id=113&oauth2_token_id=435967617,Abs,Lower Abs,Strength,Isolation,Body Only,Beginner
803,Janda Sit-Up,https://www.jefit.com/exercises/331/Janda-Sit-Up,https://www.jefit.com/images/exercises/1080_664/1324.jpg,https://www.jefit.com/images/exercises/1080_664/1325.jpg,https://www.jefit.com/images/exercises/b0.jpg,http://player.vimeo.com/external/160280916.sd.mp4?s=a3e81577a72fc60cc7813daeab5e19c4561fd895&profile_id=164&oauth2_token_id=435967617,Abs,Full,Strength,Isolation,Body Only,Beginner
804,Jump Rope,https://www.jefit.com/exercises/927/Jump-Rope,https://www.jefit.com/images/exercises/1080_664/3708.jpg,https://www.jefit.com/images/exercises/1080_664/3708.jpg,https://www.jefit.com/images/exercises/b10.jpg,,Cardio,,Cardio,Isolation,Others,Intermediate
805,Jump Squat,https://www.jefit.com/exercises/476/Jump-Squat,https://www.jefit.com/images/exercises/1080_664/1904.jpg,https://www.jefit.com/images/exercises/1080_664/1905.jpg,https://www.jefit.com/images/exercises/b8.jpg,http://player.vimeo.com/external/160296158.hd.mp4?s=e3dbfd834a66015e1d498f053da7de52481cf599&profile_id=113&oauth2_token_id=435967617,Upper Legs,Hamstrings,Strength,Compound,Body Only,Intermediate
806,Kettlebell Advanced Windmill,https://www.jefit.com/exercises/324/Kettlebell-Advanced-Windmill,https://www.jefit.com/images/exercises/1080_664/1296.jpg,https://www.jefit.com/images/exercises/1080_664/1297.jpg,https://www.jefit.com/images/exercises/b0.jpg,http://player.vimeo.com/external/160280927.sd.mp4?s=668a95cd33388b91a480a196d08b10f80aceaadf&profile_id=165&oauth2_token_id=435967617,Abs,Obliques,Strength,Isolation,Kettlebell,Intermediate
807,Kettlebell Alternating Floor Press,https://www.jefit.com/exercises/367/Kettlebell-Alternating-Floor-Press,https://www.jefit.com/images/exercises/1080_664/1468.jpg,https://www.jefit.com/images/exercises/1080_664/1469.jpg,https://www.jefit.com/images/exercises/b3.jpg,http://player.vimeo.com/external/160281031.sd.mp4?s=db8eef42d17b01bf1295fa078b5f0f7bb910b62b&profile_id=165&oauth2_token_id=435967617,Chest,Outer Chest,Strength,Compound,Kettlebell,Beginner
808,Kettlebell Alternating Hang Clean,https://www.jefit.com/exercises/405/Kettlebell-Alternating-Hang-Clean,https://www.jefit.com/images/exercises/1080_664/1580.jpg,https://www.jefit.com/images/exercises/1080_664/1580.jpg,https://www.jefit.com/images/exercises/b6.jpg,http://player.vimeo.com/external/160281070.sd.mp4?s=3fd214e79ceef701b07951019ac6f45d994eedcb&profile_id=164&oauth2_token_id=435967617,Shoulders,Traps,Strength,Compound,Kettlebell,Intermediate
809,Kettlebell Alternating Hang Clean,https://www.jefit.com/exercises/395/Kettlebell-Alternating-Hang-Clean,https://www.jefit.com/images/exercises/1080_664/1580.jpg,https://www.jefit.com/images/exercises/1080_664/1581.jpg,https://www.jefit.com/images/exercises/b6.jpg,http://player.vimeo.com/external/160281070.sd.mp4?s=3fd214e79ceef701b07951019ac6f45d994eedcb&profile_id=164&oauth2_token_id=435967617,Shoulders,Traps,Strength,Compound,Kettlebell,Intermediate
810,Kettlebell Alternating Press,https://www.jefit.com/exercises/417/Kettlebell-Alternating-Press,https://www.jefit.com/images/exercises/1080_664/1668.jpg,https://www.jefit.com/images/exercises/1080_664/1669.jpg,https://www.jefit.com/images/exercises/b6.jpg,http://player.vimeo.com/external/160281194.sd.mp4?s=3a1c1b356122188db5759a0cf460a0d307c54d69&profile_id=164&oauth2_token_id=435967617,Shoulders,Traps,Strength,Compound,Kettlebell,Intermediate
811,Kettlebell Alternating Row,https://www.jefit.com/exercises/348/Kettlebell-Alternating-Row,https://www.jefit.com/images/exercises/1080_664/1392.jpg,https://www.jefit.com/images/exercises/1080_664/1393.jpg,https://www.jefit.com/images/exercises/b1.jpg,http://player.vimeo.com/external/160280990.sd.mp4?s=0f1993a6ad8cbb0e8f569f7f7bec7d1fc4344eeb&profile_id=165&oauth2_token_id=435967617,Back,Traps,Strength,Isolation,Kettlebell,Intermediate
812,Kettlebell Alternating Shoulder Press,https://www.jefit.com/exercises/396/Kettlebell-Alternating-Shoulder-Press,https://www.jefit.com/images/exercises/1080_664/1584.jpg,https://www.jefit.com/images/exercises/1080_664/1585.jpg,https://www.jefit.com/images/exercises/b6.jpg,http://player.vimeo.com/external/160281188.sd.mp4?s=21088f318aaf4eb9295875649ec42275f3490b08&profile_id=165&oauth2_token_id=435967617,Shoulders,Traps,Strength,Compound,Kettlebell,Intermediate
813,Kettlebell Arnold Press,https://www.jefit.com/exercises/415/Kettlebell-Arnold-Press,https://www.jefit.com/images/exercises/1080_664/1660.jpg,https://www.jefit.com/images/exercises/1080_664/1661.jpg,https://www.jefit.com/images/exercises/b6.jpg,http://player.vimeo.com/external/160281135.sd.mp4?s=87f5acad261c44b85458a516cd24a1db4722e2b2&profile_id=164&oauth2_token_id=435967617,Shoulders,Traps,Strength,Compound,Kettlebell,Intermediate
814,Kettlebell Bent Press,https://www.jefit.com/exercises/326/Kettlebell-Bent-Press,https://www.jefit.com/images/exercises/1080_664/1304.jpg,https://www.jefit.com/images/exercises/1080_664/1305.jpg,https://www.jefit.com/images/exercises/b0.jpg,http://player.vimeo.com/external/160280963.sd.mp4?s=81227f01f728597cbb1926a1cb6b17858205f42d&profile_id=165&oauth2_token_id=435967617,Abs,Obliques,Strength,Compound,Kettlebell,Intermediate
815,Kettlebell Clean,https://www.jefit.com/exercises/456/Kettlebell-Clean,https://www.jefit.com/images/exercises/1080_664/1824.jpg,https://www.jefit.com/images/exercises/1080_664/1825.jpg,https://www.jefit.com/images/exercises/b6.jpg,http://player.vimeo.com/external/160281269.hd.mp4?s=3a1fa768d27b1035a8bfd78867ce83f31d7d2e6d&profile_id=119&oauth2_token_id=435967617,Shoulders,Traps,Strength,Compound,Kettlebell,Intermediate
816,Kettlebell Dead Clean,https://www.jefit.com/exercises/480/Kettlebell-Dead-Clean,https://www.jefit.com/images/exercises/1080_664/1920.jpg,https://www.jefit.com/images/exercises/1080_664/1921.jpg,https://www.jefit.com/images/exercises/b8.jpg,http://player.vimeo.com/external/160296231.hd.mp4?s=6693c2e43ffff56e490b32fc86b7857e0767226e&profile_id=119&oauth2_token_id=435967617,Upper Legs,Hamstrings,Strength,Compound,Kettlebell,Intermediate
817,Kettlebell Double Windmill,https://www.jefit.com/exercises/329/Kettlebell-Double-Windmill,https://www.jefit.com/images/exercises/1080_664/1316.jpg,https://www.jefit.com/images/exercises/1080_664/1317.jpg,https://www.jefit.com/images/exercises/b0.jpg,http://player.vimeo.com/external/160280879.sd.mp4?s=dbf794ae6a9ff3efe10a5ab9a9381b0b5a4705e4&profile_id=164&oauth2_token_id=435967617,Abs,Obliques,Strength,N/A,Kettlebell,Beginner
818,Kettlebell Figure Eight,https://www.jefit.com/exercises/332/Kettlebell-Figure-Eight,https://www.jefit.com/images/exercises/1080_664/1328.jpg,https://www.jefit.com/images/exercises/1080_664/1329.jpg,https://www.jefit.com/images/exercises/b0.jpg,http://player.vimeo.com/external/160280886.sd.mp4?s=449d7bf09c1cce30d1c2c8f6dfa90fc0c94905a8&profile_id=164&oauth2_token_id=435967617,Abs,Obliques,Strength,N/A,Kettlebell,Intermediate
819,Kettlebell Floor Press,https://www.jefit.com/exercises/850/Kettlebell-Floor-Press,https://www.jefit.com/images/exercises/1080_664/3400.jpg,https://www.jefit.com/images/exercises/1080_664/3401.jpg,https://www.jefit.com/images/exercises/b3.jpg,http://player.vimeo.com/external/160305265.sd.mp4?s=373260e1b7837b3f1c9cab1c11335ac0990098ba&profile_id=164&oauth2_token_id=435967617,Chest,,Strength,Compound,Kettlebell,Beginner
820,Kettlebell Front Squat,https://www.jefit.com/exercises/478/Kettlebell-Front-Squat,https://www.jefit.com/images/exercises/1080_664/1912.jpg,https://www.jefit.com/images/exercises/1080_664/1913.jpg,https://www.jefit.com/images/exercises/b8.jpg,http://player.vimeo.com/external/160296262.sd.mp4?s=d9e268701ff4df38c55e2b0119a1c9a41924d0bc&profile_id=164&oauth2_token_id=435967617,Upper Legs,Hamstrings,Strength,Compound,Kettlebell,Intermediate
821,Kettlebell Goblet Squat,https://www.jefit.com/exercises/479/Kettlebell-Goblet-Squat,https://www.jefit.com/images/exercises/1080_664/1916.jpg,https://www.jefit.com/images/exercises/1080_664/1917.jpg,https://www.jefit.com/images/exercises/b8.jpg,http://player.vimeo.com/external/160296195.hd.mp4?s=9eb8745c6f9386b0b1cff5f9067ae065968038e4&profile_id=119&oauth2_token_id=435967617,Upper Legs,Hamstrings,Strength,Compound,Kettlebell,Beginner
822,Kettlebell Hang Clean,https://www.jefit.com/exercises/481/Kettlebell-Hang-Clean,https://www.jefit.com/images/exercises/1080_664/1924.jpg,https://www.jefit.com/images/exercises/1080_664/1925.jpg,https://www.jefit.com/images/exercises/b8.jpg,http://player.vimeo.com/external/160296166.hd.mp4?s=d343431a081b92c77c49e0a245d36884391ade8c&profile_id=113&oauth2_token_id=435967617,Upper Legs,Hamstrings,Strength,Compound,Kettlebell,Intermediate
823,Kettlebell Hang Clean,https://www.jefit.com/exercises/376/Kettlebell-Hang-Clean,https://www.jefit.com/images/exercises/1080_664/1504.jpg,https://www.jefit.com/images/exercises/1080_664/1505.jpg,https://www.jefit.com/images/exercises/b4.jpg,http://player.vimeo.com/external/160281106.sd.mp4?s=ee2e167f11e0204db40fb9dcba19cd2dddb01ac2&profile_id=164&oauth2_token_id=435967617,Forearm,,Strength,Compound,Kettlebell,Intermediate
824,Kettlebell Jerk,https://www.jefit.com/exercises/457/Kettlebell-Jerk,https://www.jefit.com/images/exercises/1080_664/1828.jpg,https://www.jefit.com/images/exercises/1080_664/1829.jpg,https://www.jefit.com/images/exercises/b6.jpg,http://player.vimeo.com/external/160281288.sd.mp4?s=25c63c2af5dff440c06277b3397efcb3e050e68f&profile_id=164&oauth2_token_id=435967617,Shoulders,Traps,Strength,Compound,Kettlebell,Intermediate
825,Kettlebell Jerk,https://www.jefit.com/exercises/406/Kettlebell-Jerk,https://www.jefit.com/images/exercises/1080_664/1624.jpg,https://www.jefit.com/images/exercises/1080_664/1625.jpg,https://www.jefit.com/images/exercises/b6.jpg,http://player.vimeo.com/external/160281083.hd.mp4?s=26fc83a9789b9e4809df6075954dae6c5ce4e7cc&profile_id=113&oauth2_token_id=435967617,Shoulders,Traps,Strength,Compound,Kettlebell,Intermediate
826,Kettlebell Leg Pass,https://www.jefit.com/exercises/333/Kettlebell-Leg-Pass,https://www.jefit.com/images/exercises/1080_664/1332.jpg,https://www.jefit.com/images/exercises/1080_664/1333.jpg,https://www.jefit.com/images/exercises/b0.jpg,http://player.vimeo.com/external/160280883.hd.mp4?s=571e612ebeaec670a13bfad2345c1500ae00a85a&profile_id=119&oauth2_token_id=435967617,Abs,Obliques,Strength,Compound,Kettlebell,Intermediate
827,Kettlebell Military Press,https://www.jefit.com/exercises/458/Kettlebell-Military-Press,https://www.jefit.com/images/exercises/1080_664/1832.jpg,https://www.jefit.com/images/exercises/1080_664/1833.jpg,https://www.jefit.com/images/exercises/b6.jpg,http://player.vimeo.com/external/160281301.hd.mp4?s=dd4681f775b7ce078a566f701facd3ad75b94a0c&profile_id=113&oauth2_token_id=435967617,Shoulders,Traps,Strength,Compound,Kettlebell,Intermediate
828,Kettlebell One-Arm Clean,https://www.jefit.com/exercises/488/Kettlebell-One-Arm-Clean,https://www.jefit.com/images/exercises/1080_664/1952.jpg,https://www.jefit.com/images/exercises/1080_664/1953.jpg,https://www.jefit.com/images/exercises/b8.jpg,,Upper Legs,Hamstrings,Strength,Compound,Kettlebell,Intermediate
